00003	9	3	57.45
00004	4	1	26.48
00005	5	4	46.46
00007	7	2	138.5
00008	7	4	50.43
00009	10	1	41.98
00011	6	1	12.99
00016	1	1	9.99
00024	5	1	10.49
00025	10	5	24.98
00029	8	3	48.45
00031	9	3	42.89
00032	7	1	11.88
00033	7	17	69.45
00035	1	1	15.49
00037	9	2	39.47
00039	7	2	58.96
00040	7	10	54.96
00043	9	2	36.99
00046	3	2	26.98
00047	10	6	22.98
00048	10	11	51.47
00051	3	4	104.6
00052	9	1	76.98
00053	9	4	14.49
00056	4	1	63.96
00062	2	3	41.97
00063	9	3	26.98
00064	10	8	59.92
00065	7	2	35.98
00078	8	1	53.74
00081	1	2	26.98
00082	8	4	43.97
00083	8	1	21.49
00087	2	1	27.98
00088	2	1	19.98
00089	10	10	40.99
00095	10	12	109.24
00096	10	9	248.49
00097	7	3	128.87
00099	4	3	65.99
00100	8	2	28.98
00102	6	2	105.62
00103	8	1	29.66
00106	5	3	44.97
00111	10	8	123.96
00113	7	2	15.27
00114	6	3	28.98
00117	7	1	15.49
00120	4	1	11.49
00124	4	4	28.48
00125	10	4	26.48
00126	3	1	292.98
00130	8	2	12.99
00132	9	2	67.95
00133	3	1	32.98
00134	5	1	21.49
00136	3	1	36.98
00141	9	3	23.76
00142	8	2	24.49
00145	9	9	55.97
00147	4	5	67.94
00148	7	4	40.97
00152	5	2	43.97
00154	8	3	13.99
00161	9	7	79.97
00164	10	2	41.97
00165	9	2	17.98
00166	9	7	36.97
00167	4	4	59.49
00170	5	1	44.47
00173	8	1	31.47
00177	9	10	31.49
00179	6	3	19.98
00182	9	3	41.97
00184	9	1	11.88
00185	9	2	39.36
00186	1	1	17.49
00195	5	6	28.98
00201	8	3	24.99
00205	4	1	50.98
00207	3	1	39.97
00208	6	1	70.38
00210	7	1	26.37
00214	2	1	39.97
00217	10	3	113.92
00222	2	1	40.98
00226	9	2	43.47
00228	5	2	41.47
00229	10	2	19.98
00241	9	2	36.37
00244	10	12	119.41
00245	10	5	57.85
00246	10	12	74.46
00247	9	2	30.98
00252	10	4	105.82
00257	8	2	14.99
00276	9	1	13.99
00277	7	1	13.99
00292	5	1	13.99
00293	7	1	75.03
00294	3	1	12.99
00295	7	2	109.33
00299	3	1	13.99
00300	10	20	40.47
00301	3	1	48.47
00305	3	1	81.44
00312	4	1	14.99
00313	9	10	171.35
00317	6	4	90.94
00318	5	1	25.98
00323	10	6	128.42
00324	1	1	37.47
00328	10	17	41.47
00329	6	2	26.37
00337	8	1	14.49
00339	3	2	84.45
00343	2	1	35.47
00344	9	7	38.97
00345	2	1	78.48
00358	9	4	42.97
00360	9	4	25.98
00361	6	1	23.76
00365	7	6	31.98
00368	2	1	74.94
00370	4	1	40.47
00371	4	1	20.48
00373	5	1	15.49
00374	10	5	101.93
00376	10	1	25.16
00387	10	7	163.89
00389	10	7	96.79
00396	9	4	35.97
00398	10	32	163.86
00400	7	4	14.49
00404	8	1	20.98
00406	9	3	66.48
00410	3	1	12.99
00411	5	6	104.96
00412	5	1	10.49
00417	0	1	29.73
00424	10	4	91.47
00429	10	1	59.49
00430	9	2	38.47
00431	10	2	57.46
00433	10	4	85.45
00441	10	5	24.48
00445	7	2	33.97
00446	10	2	15.49
00454	3	1	12.49
00456	3	3	103.92
00458	9	4	38.49
00461	2	1	109.41
00464	10	3	30.96
00468	1	1	25.98
00474	6	1	43.47
00484	9	4	40.23
00485	8	4	203.88
00488	5	1	15.49
00490	3	1	15.99
00492	10	2	23.76
00496	2	1	12.99
00499	10	107	248.79
00502	2	1	16.99
00504	4	1	138.42
00505	4	1	12.99
00519	10	5	38.97
00523	2	1	6.49
00525	1	1	27.99
00545	2	1	92.43
00546	9	4	275.81
00547	9	2	38.47
00548	9	5	28.47
00559	9	2	81.44
00561	10	8	60.54
00564	9	11	35.97
00566	7	2	34.48
00567	8	4	68.45
00568	10	2	28.48
00569	2	1	41.97
00570	5	2	124.91
00572	10	4	62.96
00573	2	1	5.98
00582	3	1	24.48
00583	6	2	48.95
00585	9	3	43.06
00586	3	8	86.47
00587	1	1	25.98
00589	4	1	41.47
00590	5	1	12.99
00591	9	2	12.99
00593	10	5	39.96
00595	4	1	15.49
00596	1	1	32.48
00598	3	1	37.97
00606	7	1	19.99
00608	10	1	59.95
00609	4	2	90.46
00610	9	1	63.96
00611	2	1	13.99
00614	8	2	13.98
00616	10	1	14.99
00619	9	15	77.44
00624	2	1	33.98
00625	2	1	29.48
00626	9	3	168.37
00629	8	2	68.96
00631	8	1	12.58
00635	8	3	99.43
00638	10	1	12.49
00643	8	4	43.4
00645	7	3	36.99
00646	6	1	12.99
00649	4	1	33.98
00653	8	2	30.98
00656	8	2	93.81
00659	10	5	69.53
00662	7	1	21.49
00663	10	7	36.97
00670	10	2	27.47
00671	4	1	13.99
00687	8	1	34.41
00691	10	6	112.94
00698	8	4	29.07
00699	4	1	11.49
00702	6	2	15.49
00704	5	1	31.48
00705	5	1	11.88
00710	10	41	194.41
00711	10	9	37.97
00712	6	1	34.06
00717	4	1	17.99
00718	10	3	12.99
00722	8	2	52.05
00729	10	5	64.96
00730	6	6	72.97
00731	3	1	56.98
00732	3	1	42.98
00735	10	2	14.42
00737	9	1	36.05
00744	3	2	108.43
00753	3	2	22.49
00758	9	15	80.94
00759	4	1	16.99
00760	8	1	26.3
00764	8	2	18.48
00765	5	1	11.49
00767	3	3	44.88
00772	8	8	43.97
00773	4	3	66.97
00776	9	2	26.67
00780	5	1	11.49
00783	10	3	28.48
00784	3	1	85.44
00789	7	1	28.97
00790	10	9	40.98
00797	10	4	63.34
00799	5	3	67.45
00800	6	2	57.46
00804	7	2	49.46
00805	10	2	29.48
00806	7	2	44.96
00808	10	5	114.81
00811	3	2	77.97
00820	6	1	15.49
00821	2	2	19.98
00824	10	5	42.98
00825	5	5	339.24
00827	4	2	35.48
00830	5	1	12.99
00836	3	1	140.42
00837	1	1	19.48
00840	4	2	33.98
00845	9	9	26.98
00846	8	2	56.95
00848	9	3	83.97
00849	9	3	13.99
00850	3	4	173.88
00856	4	1	149.89
00859	1	1	15.98
00860	9	3	31.49
00861	6	1	14.99
00870	7	2	39.47
00871	10	1	14.49
00873	4	3	28.48
00874	9	2	49.99
00881	8	1	106.03
00887	7	4	137.45
00891	10	1	37.97
00892	10	3	15.99
00894	5	1	11.49
00896	9	5	12.99
00901	3	1	12.99
00910	9	10	34.98
00915	4	2	25.48
00918	4	1	15.49
00920	9	7	43.97
00923	7	2	39.48
00924	1	1	64.95
00926	4	2	91.43
00927	5	3	68.45
00931	10	1	15.49
00932	7	1	11.88
00938	7	1	127.92
00941	6	3	34.97
00942	6	1	14.99
00945	3	1	13.99
00946	5	5	42.97
00951	7	2	55.46
00962	10	3	34.47
00965	9	7	15.49
00968	6	1	6.49
00979	7	5	133.48
00980	10	7	119.42
00981	7	1	283.39
00985	4	1	42.47
00988	1	1	48.97
00991	9	1	71.54
00992	4	2	39.49
00993	4	2	26.99
00994	3	1	14.49
00997	2	2	29.49
00998	8	1	26.48
00999	8	1	12.58
01002	9	1	15.48
01004	6	1	137.92
01016	2	1	12.99
01018	9	6	72.45
01025	10	3	34.48
01032	8	1	30.25
01037	10	1	55.97
01039	2	1	15.49
01041	6	1	28.48
01045	9	4	51.46
01053	6	2	36.34
01066	4	1	37.47
01068	8	5	39.97
01071	10	3	29.48
01075	10	3	18.98
01077	10	35	385.88
01078	9	1	16.99
01082	7	1	53.99
01083	10	5	95.93
01084	9	2	100.43
01085	8	5	58.46
01086	4	2	29.98
01087	9	5	45.47
01089	1	1	15.49
01092	10	6	62.99
01094	10	5	64.98
01099	10	4	46.47
01104	8	1	30.98
01108	7	8	14.96
01111	6	2	56.45
01114	4	1	28.98
01120	6	2	15.49
01121	5	1	38.47
01132	8	1	13.87
01133	9	6	27.48
01137	8	3	72.96
01148	7	4	19.98
01152	1	1	8.99
01153	7	1	84.56
01155	6	1	65.73
01157	1	2	41.97
01161	7	3	116.42
01167	8	2	76.97
01170	9	4	106.4
01171	9	2	54.96
01176	10	9	66.44
01180	3	1	48.47
01183	10	2	75.45
01185	3	2	98.43
01190	9	3	39.95
01192	6	1	43.98
01195	10	12	197.98
01196	5	2	34.76
01201	10	1	92.03
01208	8	1	6.49
01212	2	2	83.95
01213	4	1	41.47
01221	5	3	63.45
01226	6	1	11.88
01227	2	1	4.49
01228	3	1	16.99
01229	6	1	74.97
01232	1	1	53.48
01236	5	1	35.98
01237	10	1	14.99
01241	5	2	38.97
01244	3	1	29.99
01247	10	5	55.98
01248	7	2	77.94
01250	8	2	55.47
01251	9	5	58.97
01254	6	3	28.02
01257	5	2	12.99
01258	9	4	90.42
01260	10	2	12.49
01263	7	1	28.86
01268	3	1	40.97
01284	9	4	43.47
01289	3	1	53.46
01290	4	2	15.99
01292	7	3	49.46
01293	8	1	46.48
01294	6	4	82.83
01296	7	1	52.47
01301	4	1	54.46
01309	4	2	65.94
01310	4	2	64.95
01313	10	1	29.98
01314	10	2	39.97
01316	8	3	15.49
01329	7	1	22.49
01333	3	1	29.48
01341	10	1	15.99
01342	4	4	83.47
01343	10	1	12.58
01344	8	2	29.48
01346	5	1	10.99
01349	10	9	63.96
01356	9	5	31.98
01358	2	2	32.97
01362	1	1	27.98
01370	10	4	39.45
01375	8	1	7.49
01376	3	1	45.97
01382	6	1	40.86
01385	9	5	165.87
01386	3	1	15.49
01393	9	2	58.46
01396	10	12	75.32
01398	5	1	12.99
01400	9	1	33.56
01406	6	1	179.41
01409	5	1	5.99
01410	10	5	102.76
01411	7	4	65.99
01412	8	2	283.81
01413	1	1	42.97
01414	7	2	87.48
01416	8	4	38.65
01417	4	2	282.78
01421	7	1	23.98
01423	4	1	12.99
01427	6	1	59.96
01435	10	2	25.48
01439	3	1	12.99
01444	7	2	158.9
01445	9	8	46.99
01447	9	1	43.98
01448	9	2	28.49
01449	2	1	44.47
01450	10	3	46.47
01458	3	1	13.99
01460	9	4	59.46
01464	4	1	33.48
01468	10	8	104.43
01470	9	5	22.38
01473	3	1	7.49
01474	10	1	51.62
01488	8	2	158.93
01489	6	1	7.49
01490	5	1	43.98
01494	10	5	63.47
01496	5	2	30.49
01500	2	1	27.98
01501	10	4	21.68
01506	4	2	29.48
01509	7	2	51.96
01510	10	11	74.54
01514	8	4	12.99
01516	10	1	16.78
01519	0	1	28.73
01523	9	10	56.96
01525	6	2	42.97
01528	6	1	7.49
01532	1	1	24.48
01533	9	6	90.92
01542	4	1	24.48
01550	3	1	71.95
01551	10	3	152.22
01556	10	1	28.48
01561	3	1	66.94
01563	4	1	48.96
01564	2	1	27.48
01572	1	1	60.95
01573	9	1	38.86
01577	5	1	52.47
01580	10	4	35.46
01581	1	1	40.97
01582	10	3	46.47
01583	10	5	12.99
01584	8	2	108.96
01585	9	1	15.99
01589	0	1	26.75
01590	7	4	143.39
01593	10	13	74.96
01594	9	5	60.44
01596	6	2	44.96
01598	7	1	66.23
01600	3	1	30.47
01601	9	3	35.98
01602	1	1	14.49
01603	7	2	23.37
01606	10	8	43.97
01607	10	4	65.02
01609	8	6	42.96
01610	6	11	31.48
01613	5	1	27.98
01616	7	1	9.49
01623	9	4	106.42
01626	5	1	25.98
01632	7	3	31.98
01633	5	6	70.46
01635	9	3	32.72
01637	3	1	9.49
01638	9	4	58.46
01642	2	2	11.49
01644	7	2	23.76
01645	6	1	44.47
01646	1	1	42.98
01647	6	2	22.98
01649	3	1	25.48
01654	3	1	29.99
01656	8	7	41.47
01658	4	1	11.49
01661	10	6	29.99
01663	1	1	22.99
01668	4	1	14.99
01669	7	9	43.92
01672	10	4	50.46
01673	7	3	72.95
01675	8	4	43.97
01684	10	4	26.48
01686	8	6	35.47
01687	8	1	63.96
01689	10	9	172.43
01690	10	11	60.46
01695	10	10	54.97
01696	3	2	22.48
01697	1	2	34.98
01699	3	3	118.42
01700	7	1	55.96
01703	5	1	35.07
01705	1	2	14.37
01706	8	1	11.88
01707	10	3	25.49
01711	10	7	106.92
01713	3	2	50.96
01716	8	4	19.48
01719	4	2	48.97
01720	3	1	27.98
01722	10	39	61.96
01724	4	4	62.99
01725	8	1	9.99
01726	10	8	53.28
01728	3	1	43.48
01732	5	3	101.93
01736	8	1	38.98
01738	3	1	12.99
01741	9	8	70.46
01745	8	2	94.82
01752	8	3	47.46
01755	9	1	12.49
01757	10	2	22.49
01759	3	3	49.46
01760	10	21	60.45
01764	9	1	37.29
01765	10	3	67.45
01768	3	1	44.97
01769	9	4	69.95
01772	7	2	28.48
01773	9	4	27.98
01780	9	4	25.98
01785	3	1	28.98
01790	7	2	117.95
01791	10	4	28.48
01793	3	1	16.49
01794	10	24	112.42
01796	10	3	44.99
01799	4	3	73.95
01802	8	1	15.49
01804	1	1	37.47
01805	3	1	43.97
01807	6	1	12.99
01817	8	11	159.18
01825	10	1	14.49
01833	10	7	28.48
01834	3	1	25.98
01836	9	1	25.98
01842	7	1	30.98
01845	8	8	107.96
01846	5	1	13.99
01848	9	13	124.94
01850	10	2	16.99
01851	3	2	28.47
01854	4	2	11.49
01863	9	3	60.44
01864	2	2	12.99
01867	4	2	39.97
01868	10	13	80.7
01869	7	3	116.34
01871	10	3	26.98
01874	9	4	110.91
01877	5	1	51.96
01881	7	1	9.32
01882	10	6	36.99
01883	7	2	42.3
01890	9	16	105.95
01893	9	8	45.47
01897	7	2	44.47
01903	6	1	47.52
01907	2	1	66.94
01909	10	3	353.73
01914	2	1	12.99
01916	7	4	25.98
01918	8	2	41.4
01919	8	3	14.49
01920	10	1	24.37
01924	7	2	22.98
01925	2	1	12.49
01931	7	2	19.49
01937	10	2	51.45
01951	4	1	174.89
01965	10	25	85.94
01970	10	3	37.47
01973	4	1	13.99
01977	8	2	51.08
01980	10	17	74.97
01981	8	1	44.56
01983	6	3	138.92
01991	8	9	98.98
01996	3	4	24.49
01997	2	2	24.98
02001	5	2	18.48
02003	7	1	59.96
02016	7	2	41.97
02021	7	2	129.3
02022	3	1	52.96
02027	5	1	24.47
02033	7	4	111.91
02034	5	2	24.49
02044	8	4	43.47
02046	4	1	27.98
02048	6	1	39.49
02053	9	3	20.98
02056	4	1	25.48
02058	9	3	71.97
02061	5	2	67.47
02064	4	4	77.44
02066	10	15	154.89
02067	9	1	7.49
02069	10	2	12.58
02072	10	3	62.97
02078	10	2	119.41
02081	4	4	118.9
02084	8	2	15.99
02090	9	3	14.49
02092	6	3	61.41
02093	2	1	14.99
02099	6	1	12.49
02101	6	2	51.08
02102	4	1	41.47
02106	4	1	11.49
02107	9	7	83.76
02108	9	6	107.45
02113	9	4	34.48
02115	7	3	41.06
02124	9	6	94.36
02125	8	1	26.98
02126	1	1	20.99
02135	6	5	49.45
02146	2	1	9.49
02147	7	2	51.5
02148	3	1	39.47
02153	5	1	13.99
02154	2	1	13.97
02158	9	5	111.9
02159	10	6	87.42
02163	3	1	66.45
02164	9	5	57.96
02166	10	4	31.49
02171	4	1	65.99
02173	9	2	40.97
02183	5	1	21.49
02187	1	1	26.98
02188	4	1	17.99
02189	2	1	12.99
02190	10	3	26.48
02205	4	4	56.46
02210	5	8	56.66
02212	6	2	74.45
02215	10	13	162.96
02217	2	1	29.49
02219	6	1	12.58
02222	6	2	28.47
02223	10	3	53.49
02228	2	1	116.43
02229	8	2	71.98
02238	8	1	26.98
02240	8	3	19.99
02242	8	2	42.47
02247	1	1	12.49
02250	8	2	15.49
02253	8	1	49.47
02256	9	2	5.99
02260	8	1	11.88
02264	6	2	42.48
02266	9	6	64.82
02275	9	2	359.7
02277	0	1	42.5
02280	10	5	66.45
02282	6	2	100.89
02286	7	2	24.98
02288	7	1	23.17
02290	4	1	16.98
02295	10	7	75.0
02296	4	1	29.48
02299	10	8	39.7
02304	5	1	2.49
02305	10	4	25.98
02307	7	4	44.09
02308	7	2	251.34
02309	8	1	26.98
02311	6	1	5.99
